score,author,date,content,hatescore,vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,vector_23,vector_24,vector_25,vector_26,vector_27,vector_28,vector_29,vector_30,vector_31,vector_32,vector_33,vector_34,vector_35,vector_36,vector_37,vector_38,vector_39,vector_40,vector_41,vector_42,vector_43,vector_44,vector_45,vector_46,vector_47,vector_48,vector_49,vector_50,vector_51,vector_52,vector_53,vector_54,vector_55,vector_56,vector_57,vector_58,vector_59,vector_60,vector_61,vector_62,vector_63,vector_64,vector_65,vector_66,vector_67,vector_68,vector_69,vector_70,vector_71,vector_72,vector_73,vector_74,vector_75,vector_76,vector_77,vector_78,vector_79,vector_80,vector_81,vector_82,vector_83,vector_84,vector_85,vector_86,vector_87,vector_88,vector_89,vector_90,vector_91,vector_92,vector_93,vector_94,vector_95,vector_96,vector_97,vector_98,vector_99
7,Squinja,"Jul 26, 2024",[SPOILER ALERT: This review contains spoilers.],0.0,0.0,0.0,0.0,0.0,0.0,0.33795389754745475,0.33795389754745475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33795389754745475,0.33795389754745475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115359689971406,0.33795389754745475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32516603781236797,0.33795389754745475,0.3345674321707436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Mrington,"May 30, 2024","A complete masterpiece if you like action movies, the fact that the second is better than the first one is a rare thing,",0.0,0.0,0.0,0.0,0.42200569633311485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5385697736982373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5132900723163697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5180608967896422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,przybylop,"May 29, 2024","This is one of the rare perfect movies I've seen. It's not overwhelmingly profound or epic, but every line of dialogue, every casting choice, and every shot serves their purpose perfectly. No wasted movements or scenes. It can be used to teach ""How to build a satisfying blockbuster"" class for years to come. It goes big, it gets weighty enough with existential issues, and it has enough twist and turns to make you question if the aging protagonist is supposed to survive this. 

Cruise is at his best as the equal parts vulnerable and cocky Maverick. His instant chemistry with Connelly makes you believe the latter was really in the original/first Top Gun. Supporting roles are hit with expert precision.

Ultimately, Top Gun: Maverick doesn't try to be anything that it isn't. It reaches all of its goals (action, star-driven, thoughtful, nostalgic, fun, suspense) effortlessly.",0.0,0.0,0.0,0.0,0.14592852875951517,0.0,0.0,0.0,0.0,0.0,0.0,0.1599695335590172,0.0,0.0,0.0,0.24529351450336215,0.23820159546106837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15308068964672336,0.0,0.0,0.0,0.0,0.24529351450336215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2087970358415525,0.0,0.0,0.0,0.3072511915995342,0.19012207446157678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21762428302951742,0.25333366918964983,0.32746798344687583,0.0,0.0,0.17914418012185299,0.0,0.0,0.0,0.0,0.0,0.15642664590762292,0.22432136971295671,0.0,0.0,0.0,0.19873842224313945,0.0,0.0,0.0,0.0,0.19113405994632657,0.0,0.18347782825451625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21018127425213776,0.24283555204154206,0.0,0.0,0.0,0.0,0.0,0.0,0.19990761857168907
9,raymond0229,"May 29, 2024","An epic movie, no need to explain anything, period!!!! Great acting, production and effects. Can't wait to see what's next.",0.0,0.0,0.0,0.47265864746679015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5620318631869886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32699392018235773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2117917554020739,0.0,0.0,0.5558176105926373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Samuelsonuel,"May 26, 2024","Great movie, about pilots. It is really close between this one and the original but I would say the original one clears by the length of Kenny Pickett’s hand.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27953808499560356,0.4323647072017971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1810549312046421,0.0,0.0,0.0,0.0,0.0,0.0,0.5933487900171471,0.0,0.0,0.0,0.0,0.37692172482404795,0.0,0.0,0.0,0.4560762629545956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,WokeNonsense,"Apr 27, 2024","Woke nonsense. The nominal villains -- the enemy fighter pilots -- are barely represented on the screen. The actual villains are all white, male Armed Forces higher-ups: the Vice Admiral (Jon Hamm), the Admiral (Ed Harris), etc. This movie hates the US military.",16.186414056238647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953581936161374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2217783786572175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5386412666500134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5533792170979814,0.0,0.0,0.0
10,Borutogabi,"Apr 27, 2024","Um filme maravilhoso, ótima experiência, sabe criar momentos de ação e deixar você maluco querendo saber o que vai acontecer UMA OBRA PRIMA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,CoolSun,"Dec 26, 2023","Perfect.  Holistically sound on all gears.  Tom Cruise Brilliant!  Producer, co-director, and actor.  Perfect timing.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2642967746345382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745903762722599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4325494176755482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26061650717339035,0.2741112937503032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,valeriiege,"Oct 30, 2023","Top Gun: Maverick is surely better than its successor. Prequels after long years are dangerous because most of them are forcibly pushed stories. But Maverick, connects all the dots successfully and offers great action. And, of course, nostalgia always wins.",0.0,0.0,0.0,0.0,0.23284916053805407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29716546669032184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23518310841350867,0.0,0.24513089608464728,0.3033660780003237,0.0,0.0,0.0,0.0,0.0,0.3954887079742874,0.0,0.0,0.0,0.0,0.0,0.5225204810661298,0.0,0.0,0.0,0.0,0.0,0.0,0.34475403320284037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3189802677054959
10,tactanon,"Sep 14, 2023","Disney and hollywood needs to take some notes. Reviving/continuing old movies means you need to reference and nod to the classics before it, which TG:Mav did and continued to extend the story. The story was smart not to mix politics (didn't mention where the enemies are from). That's why the film did extremely well and got paid billions. Pay the fan's service, and they'll pay you in box office sales. Simple math.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5548724944980898,0.28747520689379735,0.0,0.0,0.0,0.0,0.0,0.0,0.29306772874122666,0.0,0.0,0.1809210078878658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28747520689379735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21620136567375112,0.0,0.30235698616869633,0.0,0.0,0.30235698616869633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4226451186022052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,o_rety,"Aug 27, 2023","Stealing a line from another reviewer: I liked the parts with airplanes :). Don't get me wrong, the rest was not particularly bad. But, the emotional parts were overly melodramatic (and made it look padded with too much filler), and you better don't engage your rational qualities at some plot points (especially during the last segment) - you won't see much sense there. This movie was totally in tune with it's hero - a dying breed. A proper blockbuster focusing on delivering fun and action.",0.0,0.0,0.0,0.0,0.20947137153525097,0.0,0.0,0.0,0.0,0.0,0.34857540589262526,0.0,0.0,0.267330394220432,0.0,0.0,0.34192364801636876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6599665743446863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29971522252719973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1370331048558419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31949404450449137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,XMarkX,"Aug 20, 2023",Tom Cruise is very dedicated in all aspects of filmmaking. Nowadays it is rare to find films that focus on uniting people with good stories. Excellent film.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31603929717454377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5013406810049866,0.0,0.0,0.0,0.0,0.30949522041268596,0.0,0.506415212160469,0.0,0.3032784874899725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31163852783695417,0.32777524714117323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
